prompt,completion
"Great- so bump up to around ten selected pictures (selective choices, obviously) and then you feel it is ready for FPOC? Is there anything you feel the portal is obviously lacking?",polite
how do I edit the signature thing? - when i put the ~s?,neutral
"If I had asked you, the same thing that I did would have been accomplished.  Why force you to go through the trouble of removing them if someone else is already removing all the others?",impolite
"I started, but gave up. And why link the word 'mother'?",neutral
"What would the recommended sequencing be, then?... GAR, then FAR?",neutral
I wasn't sure whether you were actually reading anything because facts seem to bounce off of you like bullets off of Superman. And you accuse ''me'' of fantasies?,impolite
After ''New Jersey'' leaves the mainpage it will be nessicary for us to check all the article linked to USS ''New Jersey'' and ensure that no subtle vandalism crept into them by means of the USS ''New Jersey'' article. Are you willing to help?,polite
"- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for ""consumer electronics tech support"" see who comes first).We are here to server the community - why do you find it so offensive?",neutral
Wow! How did you find this?,polite
<url>. Can you tell me if this date is for the arcade or Wii version?,neutral
Not sure why I got <url> from you. Had I tagged it?,neutral
"Hey I saw that you're using Huggle and wanted to try it out, too. I downloaded it, but every time I try to open the program I get the message: CLR error: 80004005. The program will now terminate....What can I do to fix the problem?",neutral
<url> OrphanBot doesn't realize that <person> is a license tag.  ?,polite
"Many thanks for your correction on that article. I've been meaning to expand the content, but this might be quicker to address in the short term: I think it may be better to change ""consisting of"" to ""composed of,"" based on reading some stuff from your user page - thoughts?",polite
"This deleted page was recreated. Since you were the original nom., is this basically the same article, or has it been improved?",neutral
"Since Maddieson has not himself done any work on Mazahua I would be interested in knowing which source he uses for his Mazahua data. could you put a reference to his references here at the talk page, just for  my curiosity?",neutral
"Huh, I've never actually bothered to use Google Book search. I'll e-mail you some stuff shortly, but here's another topic for thought: can we find any more stylistic characteristics for the genre aside from its association with underground art, its roots in punk and punk forms (hardcore and post-punk), and the fact that, judging by their lyrics, a lot of the artists seem to be miserable bastards (I love how the 1990 EW link makes a point of this)?",neutral
"I'm also confused as to why the <url> article is linked to the PNG file, but that that file is ""not there"", but seems to redirect in some way to the SVG file. Has the PNG file been changed to SVG and the link from the article not changed?",neutral
PS so what is your Firefox advice?  Is there a way to make it managable?,polite
"I don't profess to be an expert on the <url>, but note that the Gaelic Wikipedia has ''xc0rcaibh'', redirected from ''Arcaibh''.  Are you certain it should be a short vowel?",neutral
I haven't. What are you referring to?,neutral
"And after seeing this talk page, I'll also note that there is no difference between scalars in math, physics and computing, those articles should all be merged together. :-/ Maybe you'd be interested in doing such a merge?",neutral
"<url>. I don't know the guy, doesn't look very notable, but I feel this strange kinship...old...undervalued...metal...can you save him?",impolite
"<url> and <url>, both created  by you, seem to be mostly overlapping but are not identical.  Presumably one should be a redir to the other?",impolite
Because Wikipedia is an encylopaedia not a free advertising and self promotion venue. Why do you keep abusing it?,neutral
